combined_title,release_year,release_date,is_top10,title,season,is_tv_show,tconst,titleType,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,_merge
Rurouni Kenshin: The Final,2021,20210618,True,rurouni kenshin: the final,,False,,,,,,,,,left_only
Russell Howard: Lubricant: Limited Series,2021,20211214,True,russell howard: lubricant: limited series,,False,,,,,,,,,left_only
Rust Valley Restorers: Season 2,2020,20200508,True,rust valley restorers,2,True,,,,,,,,,left_only
Rust Valley Restorers: Season 3,2020,20200821,True,rust valley restorers,3,True,,,,,,,,,left_only
Rust Valley Restorers: Season 4,2022,20220224,True,rust valley restorers,4,True,,,,,,,,,left_only
SAS: Rise of the Black Swan,2021,20210316,True,sas: rise of the black swan,,False,,,,,,,,,left_only
SanPa: Sins of the Savior: Limited Series,2020,20201230,False,sanpa: sins of the savior: limited series,,False,,,,,,,,,left_only
Scissor Seven: Season 1,2020,20200110,False,scissor seven,1,True,,,,,,,,,left_only
Scissor Seven: Season 2,2020,20200507,False,scissor seven,2,True,,,,,,,,,left_only
Scissor Seven: Season 3,2021,20211003,False,scissor seven,3,True,,,,,,,,,left_only
Selena: The Series: Part 1,2020,20201204,True,selena: the series: part 1,,False,,,,,,,,,left_only
Selena: The Series: Part 2,2021,20210504,True,selena: the series: part 2,,False,,,,,,,,,left_only
Self Made: Inspired by the Life of Madam C.J. Walker: Limited Series,2020,20200320,True,self made: inspired by the life of madam c.j. walker: limited series,,False,,,,,,,,,left_only
Selling Sunset: Season 2,2020,20200522,True,selling sunset,2,True,,,,,,,,,left_only
Selling Sunset: Season 3,2020,20200807,True,selling sunset,3,True,,,,,,,,,left_only
Selling Sunset: Season 4,2021,20211124,True,selling sunset,4,True,,,,,,,,,left_only
Selling Sunset: Season 5,2022,20220422,True,selling sunset,5,True,,,,,,,,,left_only
Servant: Season 2,2021,20210115,False,servant,2,True,,,,,,,,,left_only
Servant: Season 3,2022,20220121,False,servant,3,True,,,,,,,,,left_only
Sex Education: Season 2,2020,20200117,True,sex education,2,True,,,,,,,,,left_only
Sex Education: Season 3,2021,20210917,True,sex education,3,True,,,,,,,,,left_only
"Sex, Explained: Limited Series",2020,20200102,False,"sex, explained: limited series",,False,,,,,,,,,left_only
She-Ra and the Princesses of Power: Season 5,2020,20200515,True,she-ra and the princesses of power,5,True,,,,,,,,,left_only
Shtisel: Season 3,2021,20210325,True,shtisel,3,True,,,,,,,,,left_only
Single’s Inferno: Season 1,2021,20211218,True,single’s inferno,1,True,,,,,,,,,left_only
Sitara: Let Girls Dream,2020,20200308,False,sitara: let girls dream,,False,,,,,,,,,left_only
Snelle: Without a Coat,2021,20210416,False,snelle: without a coat,,False,,,,,,,,,left_only
So My Grandma’s a Lesbian!,2020,20200911,False,so my grandma’s a lesbian!,,False,,,,,,,,,left_only
Somebody Feed Phil: Season 3,2020,20200529,True,somebody feed phil,3,True,,,,,,,,,left_only
Somebody Feed Phil: Season 4,2020,20201030,True,somebody feed phil,4,True,,,,,,,,,left_only
Somebody Feed Phil: Season 5,2022,20220525,True,somebody feed phil,5,True,,,,,,,,,left_only
Someone Has to Die: Limited Series,2020,20201016,True,someone has to die: limited series,,False,,,,,,,,,left_only
Song Exploder: Volume 1,2020,20201002,True,song exploder: volume 1,,False,,,,,,,,,left_only
Song Exploder: Volume 2,2020,20201215,True,song exploder: volume 2,,False,,,,,,,,,left_only
Sophie: A Murder in West Cork: Limited Series,2021,20210630,True,sophie: a murder in west cork: limited series,,False,,,,,,,,,left_only
Sparking Joy: Season 1,2021,20210831,False,sparking joy,1,True,,,,,,,,,left_only
Spelling the Dream,2020,20200603,False,spelling the dream,,False,,,,,,,,,left_only
Spirit Riding Free: Riding Academy: Part 1,2020,20200403,True,spirit riding free: riding academy: part 1,,False,,,,,,,,,left_only
Spirit Riding Free: Riding Academy: Part 2,2020,20200904,True,spirit riding free: riding academy: part 2,,False,,,,,,,,,left_only
Star Trek: Discovery: Season 3,2020,20201015,False,star trek: discovery,3,True,,,,,,,,,left_only
Star Trek: Discovery: Season 4,2021,20211118,False,star trek: discovery,4,True,,,,,,,,,left_only
Stateless: Limited Series,2020,20200708,True,stateless: limited series,,False,,,,,,,,,left_only
Stay Close: Limited Series,2021,20211231,True,stay close: limited series,,False,,,,,,,,,left_only
Stories of a Generation - with Pope Francis: Limited Series,2021,20211225,True,stories of a generation - with pope francis: limited series,,False,,,,,,,,,left_only
"StoryBots: Laugh, Learn, Sing: Collection 2: Learn to Read",2022,20220718,False,"storybots: laugh, learn, sing: collection 2: learn to read",,False,,,,,,,,,left_only
Stranger Things 4,2022,20220527,True,stranger things 4,,False,,,,,,,,,left_only
Suburra: Blood on Rome: Season 3,2020,20201030,True,suburra: blood on rome,3,True,,,,,,,,,left_only
Sugar Rush Christmas: Season 2,2020,20201127,False,sugar rush christmas,2,True,,,,,,,,,left_only
Sugar Rush: Extra Sweet,2020,20200731,False,sugar rush: extra sweet,,False,,,,,,,,,left_only
Sunderland 'Til I Die: Season 2,2020,20200401,False,sunderland 'til i die,2,True,,,,,,,,,left_only
Super Me,2021,20210409,True,super me,,False,,,,,,,,,left_only
THE KANE CHRONICLES,2021,20210101,False,the kane chronicles,,False,,,,,,,,,left_only
TIGER & BUNNY 2,2022,20220408,True,tiger & bunny 2,,False,,,,,,,,,left_only
Taco Chronicles: Volume 2,2020,20200915,False,taco chronicles: volume 2,,False,,,,,,,,,left_only
Takki: Season 3,2021,20211028,True,takki,3,True,,,,,,,,,left_only
Teasing Master Takagi-san: Season 3,2022,20220108,False,teasing master takagi-san,3,True,,,,,,,,,left_only
Tersanjung the Movie,2021,20210401,True,tersanjung the movie,,False,,,,,,,,,left_only
That’s My Time with David Letterman: Season 1,2022,20220607,False,that’s my time with david letterman,1,True,,,,,,,,,left_only
The 7 Lives of Lea: Limited Series,2022,20220428,True,the 7 lives of lea: limited series,,False,,,,,,,,,left_only
The Alienist: Angel of Darkness,2020,20200719,True,the alienist: angel of darkness,,False,,,,,,,,,left_only
The Andy Warhol Diaries: Limited Series,2022,20220309,True,the andy warhol diaries: limited series,,False,,,,,,,,,left_only
The Big Day: Collection 2,2021,20210407,False,the big day: collection 2,,False,,,,,,,,,left_only
The Big Show Show: Part 1,2020,20200406,True,the big show show: part 1,,False,,,,,,,,,left_only
The Billion Dollar Code: Limited Series,2021,20211007,True,the billion dollar code: limited series,,False,,,,,,,,,left_only
The Boss Baby: Back in Business: Season 3,2020,20200316,True,the boss baby: back in business,3,True,,,,,,,,,left_only
The Boss Baby: Back in Business: Season 4,2020,20201117,True,the boss baby: back in business,4,True,,,,,,,,,left_only
The Business of Drugs: Limited Series,2020,20200714,False,the business of drugs: limited series,,False,,,,,,,,,left_only
The Casketeers: Season 3,2020,20200105,False,the casketeers,3,True,,,,,,,,,left_only
The Casketeers: Season 4,2021,20210315,False,the casketeers,4,True,,,,,,,,,left_only
The Chef Show: Season 2,2020,20200924,True,the chef show,2,True,,,,,,,,,left_only
The Circle Brazil: Season 1,2020,20200311,False,the circle brazil,1,True,,,,,,,,,left_only
The Circle France: Season 1,2020,20200409,False,the circle france,1,True,,,,,,,,,left_only
The Club: Part 1,2021,20211105,True,the club: part 1,,False,,,,,,,,,left_only
The Club: Part 2,2022,20220106,True,the club: part 2,,False,,,,,,,,,left_only
The Coyotes: Limited Series,2021,20210319,True,the coyotes: limited series,,False,,,,,,,,,left_only
The Day of the Lord,2020,20201030,False,the day of the lord,,False,,,,,,,,,left_only
The Eddy: Limited Series,2020,20200508,False,the eddy: limited series,,False,,,,,,,,,left_only
The Epic Tales of Captain Underpants: Season 4,2020,20200710,True,the epic tales of captain underpants,4,True,,,,,,,,,left_only
The Forest of Love: Deep Cut: Limited Series,2020,20200430,False,the forest of love: deep cut: limited series,,False,,,,,,,,,left_only
The Ghost Bride: Volume 1,2020,20200123,True,the ghost bride: volume 1,,False,,,,,,,,,left_only
The Great British Baking Show: Collection 8,2020,20200925,True,the great british baking show: collection 8,,False,,,,,,,,,left_only
The Great British Baking Show: Holidays: Season 1,2021,20211203,False,the great british baking show: holidays,1,True,,,,,,,,,left_only
The Great British Baking Show: Holidays: Season 3,2020,20201204,False,the great british baking show: holidays,3,True,,,,,,,,,left_only
The Great British Baking Show: Holidays: Season 4,2021,20211203,False,the great british baking show: holidays,4,True,,,,,,,,,left_only
The Great British Baking Show: Season 11,2020,20200922,True,the great british baking show,11,True,,,,,,,,,left_only
The Great British Baking Show: Season 12,2021,20210924,True,the great british baking show,12,True,,,,,,,,,left_only
The Great Heist: Limited Series,2020,20200814,True,the great heist: limited series,,False,,,,,,,,,left_only
The Guardians of Justice: Season 1,2022,20220301,True,the guardians of justice,1,True,,,,,,,,,left_only
"The Hall: Honoring George Carlin, Robin Williams, Joan Rivers and Richard Pryor",2022,20220519,False,"the hall: honoring george carlin, robin williams, joan rivers and richard pryor",,False,,,,,,,,,left_only
The Holiday Movies That Made Us: Season 1,2020,20201201,False,the holiday movies that made us,1,True,,,,,,,,,left_only
The Hook Up Plan: Season 3,2022,20220101,True,the hook up plan,3,True,,,,,,,,,left_only
The House of Flowers: Season 3,2020,20200423,False,the house of flowers,3,True,,,,,,,,,left_only
The Houseboat: Limited Series,2021,20210309,False,the houseboat: limited series,,False,,,,,,,,,left_only
The Idhun Chronicles: Part 1,2020,20200910,False,the idhun chronicles: part 1,,False,,,,,,,,,left_only
The Idhun Chronicles: Part 2,2021,20210108,False,the idhun chronicles: part 2,,False,,,,,,,,,left_only
The InBESTigators: Season 2,2020,20200110,True,the inbestigators,2,True,,,,,,,,,left_only
The Innocence Files: Limited Series,2020,20200415,True,the innocence files: limited series,,False,,,,,,,,,left_only
The Innocent: Limited Series,2021,20210430,True,the innocent: limited series,,False,,,,,,,,,left_only
The Kominsky Method: Season 3,2021,20210528,True,the kominsky method,3,True,,,,,,,,,left_only
The Last Kids on Earth: Book 2,2020,20200417,True,the last kids on earth: book 2,,False,,,,,,,,,left_only
The Last Kids on Earth: Book 3,2020,20201016,True,the last kids on earth: book 3,,False,,,,,,,,,left_only
The Last Kingdom: Season 4,2020,20200426,True,the last kingdom,4,True,,,,,,,,,left_only
The Last Kingdom: Season 5,2022,20220309,True,the last kingdom,5,True,,,,,,,,,left_only
The Last Paradiso,2021,20210205,True,the last paradiso,,False,,,,,,,,,left_only
The Magic School Bus Rides Again Kids In Space,2020,20200807,False,the magic school bus rides again kids in space,,False,,,,,,,,,left_only
The Magic School Bus Rides Again The Frizz Connection,2020,20201020,False,the magic school bus rides again the frizz connection,,False,,,,,,,,,left_only
The Mess You Leave Behind: Limited Series,2020,20201211,True,the mess you leave behind: limited series,,False,,,,,,,,,left_only
"The Mind, Explained: Season 2",2021,20211119,True,"the mind, explained",2,True,,,,,,,,,left_only
The Minions of Midas: Limited Series,2020,20201113,False,the minions of midas: limited series,,False,,,,,,,,,left_only
The Ministry of Time: Season 4,2020,20200420,False,the ministry of time,4,True,,,,,,,,,left_only
The Mire '97,2021,20210707,True,the mire '97,,False,,,,,,,,,left_only
The Misadventures of Hedi and Cokeman,2021,20210210,False,the misadventures of hedi and cokeman,,False,,,,,,,,,left_only
The Mitchells vs. The Machines,2021,20210430,True,the mitchells vs. the machines,,False,,,,,,,,,left_only
The Most Hated Man on the Internet: Limited Series,2022,20220727,True,the most hated man on the internet: limited series,,False,,,,,,,,,left_only
The Movies That Made Us: Season 2,2021,20210723,False,the movies that made us,2,True,,,,,,,,,left_only
The Movies That Made Us: Season 3,2021,20211012,False,the movies that made us,3,True,,,,,,,,,left_only
The Naked Director: Season 2,2021,20210624,True,the naked director,2,True,,,,,,,,,left_only
The New Legends of Monkey: Season 2,2020,20200807,True,the new legends of monkey,2,True,,,,,,,,,left_only
The Pharmacist: Limited Series,2020,20200205,False,the pharmacist: limited series,,False,,,,,,,,,left_only
The Plagues of Breslau,2020,20200422,False,the plagues of breslau,,False,,,,,,,,,left_only
The Princess Switch 3: Romancing the Star,2021,20211118,True,the princess switch 3: romancing the star,,False,,,,,,,,,left_only
The Principles of Pleasure: Limited Series,2022,20220322,True,the principles of pleasure: limited series,,False,,,,,,,,,left_only
The Queen of Flow: Season 2,2021,20210426,True,the queen of flow,2,True,,,,,,,,,left_only
The Queen's Gambit: Limited Series,2020,20201023,True,the queen's gambit: limited series,,False,,,,,,,,,left_only
The Ranch: Part 8,2020,20200124,True,the ranch: part 8,,False,,,,,,,,,left_only
The Ripper: Limited Series,2020,20201216,True,the ripper: limited series,,False,,,,,,,,,left_only
The Serpent: Limited Series,2021,20210402,True,the serpent: limited series,,False,,,,,,,,,left_only
The Seven Deadly Sins: Dragon's Judgement,2021,20210113,True,the seven deadly sins: dragon's judgement,,False,,,,,,,,,left_only
The Silent War,2020,20200203,False,the silent war,,False,,,,,,,,,left_only
The Sons of Sam: A Descent into Darkness: Limited Series,2021,20210505,True,the sons of sam: a descent into darkness: limited series,,False,,,,,,,,,left_only
The Standups: Season 3,2021,20211229,True,the standups,3,True,,,,,,,,,left_only
The Strange House,2020,20201030,False,the strange house,,False,,,,,,,,,left_only
The Stranger: Limited Series,2020,20200130,True,the stranger: limited series,,False,,,,,,,,,left_only
The Trials of Gabriel Fernandez: Limited Series,2020,20200226,True,the trials of gabriel fernandez: limited series,,False,,,,,,,,,left_only
The Unlikely Murderer: Limited Series,2021,20211105,True,the unlikely murderer: limited series,,False,,,,,,,,,left_only
The Valhalla Murders: Season 1,2020,20200313,True,the valhalla murders,1,True,,,,,,,,,left_only
The Witcher: A Look Inside the Episodes: Limited Series,2020,20200902,False,the witcher: a look inside the episodes: limited series,,False,,,,,,,,,left_only
The Worst Witch: Season 4,2020,20200127,True,the worst witch,4,True,,,,,,,,,left_only
The Yin Yang Master,2021,20210319,True,the yin yang master,,False,,,,,,,,,left_only
Thirty-Nine: Season 1,2022,20220216,True,thirty-nine,1,True,,,,,,,,,left_only
This Is a Robbery: The World's Biggest Art Heist: Limited Series,2021,20210407,False,this is a robbery: the world's biggest art heist: limited series,,False,,,,,,,,,left_only
Thus Spoke Kishibe Rohan: Season 1,2021,20210218,False,thus spoke kishibe rohan,1,True,,,,,,,,,left_only
Tiffany Haddish Presents: They Ready: Season 2,2021,20210202,False,tiffany haddish presents: they ready,2,True,,,,,,,,,left_only
Tiger & Bunny 2: Season 2,2022,20220408,True,tiger & bunny 2,2,True,,,,,,,,,left_only
Tiger King 2,2021,20211117,True,tiger king 2,,False,,,,,,,,,left_only
Til Money Do Us Part: Season 1,2022,20220510,False,til money do us part,1,True,,,,,,,,,left_only
To the Lake: Season 1,2020,20201007,True,to the lake,1,True,,,,,,,,,left_only
To the Lake: Season 2,2022,20220421,True,to the lake,2,True,,,,,,,,,left_only
Trailer Park Boys: The Animated Series: Season 2,2020,20200522,False,trailer park boys: the animated series,2,True,,,,,,,,,left_only
Transformers: War for Cybertron: Earthrise,2020,20201230,False,transformers: war for cybertron: earthrise,,False,,,,,,,,,left_only
Transformers: War for Cybertron: Kingdom,2021,20210729,False,transformers: war for cybertron: kingdom,,False,,,,,,,,,left_only
Transformers: War for Cybertron: Siege,2020,20200730,False,transformers: war for cybertron: siege,,False,,,,,,,,,left_only
Treehouse Detectives: Season 3,2020,20200712,True,treehouse detectives,3,True,,,,,,,,,left_only
Trial 4: Limited Series,2020,20201111,True,trial 4: limited series,,False,,,,,,,,,left_only
Tribhanga - Tedhi Medhi Crazy,2021,20210115,True,tribhanga - tedhi medhi crazy,,False,,,,,,,,,left_only
True Story: Limited Series,2021,20211124,True,true story: limited series,,False,,,,,,,,,left_only
Twin Murders: the Silence of the White City,2020,20200306,True,twin murders: the silence of the white city,,False,,,,,,,,,left_only
Ugly Delicious: Season 2,2020,20200306,False,ugly delicious,2,True,,,,,,,,,left_only
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,2020,20200512,False,unbreakable kimmy schmidt: kimmy vs. the reverend,,False,,,,,,,,,left_only
Unorthodox: Limited Series,2020,20200326,True,unorthodox: limited series,,False,,,,,,,,,left_only
Unsolved Mysteries: Volume 1,2020,20200701,True,unsolved mysteries: volume 1,,False,,,,,,,,,left_only
Unsolved Mysteries: Volume 2,2020,20201019,True,unsolved mysteries: volume 2,,False,,,,,,,,,left_only
Untold: Crime & Penalties,2021,20210831,False,untold: crime & penalties,,False,,,,,,,,,left_only
Upcoming Summer,2021,20211003,False,upcoming summer,,False,,,,,,,,,left_only
Uysallar: Season 1,2022,20220330,True,uysallar,1,True,,,,,,,,,left_only
Vendetta: Guerra nell'antimafia: Season 1,2021,20210924,False,vendetta: guerra nell'antimafia,1,True,,,,,,,,,left_only
Virgin River: Season 2,2020,20201127,True,virgin river,2,True,,,,,,,,,left_only
Virgin River: Season 3,2021,20210709,True,virgin river,3,True,,,,,,,,,left_only
Virgin River: Season 4,2022,20220720,True,virgin river,4,True,,,,,,,,,left_only
WHAT DID JACK DO?,2020,20200120,False,what did jack do?,,False,,,,,,,,,left_only
Waffles + Mochi's Holiday Feast,2021,20211123,False,waffles + mochi's holiday feast,,False,,,,,,,,,left_only
Was It Love?: Season 1,2020,20200708,True,was it love?,1,True,,,,,,,,,left_only
Wasp Network,2020,20200619,False,wasp network,,False,,,,,,,,,left_only
Well-Intended Love: Season 2,2020,20200213,True,well-intended love,2,True,,,,,,,,,left_only
Whispers: Limited Series,2020,20200611,False,whispers: limited series,,False,,,,,,,,,left_only
Whitestar,2020,20200508,False,whitestar,,False,,,,,,,,,left_only
Who Killed Malcolm X?: Season 1,2020,20200207,True,who killed malcolm x?,1,True,,,,,,,,,left_only
"Whose Vote Counts, Explained: Limited Series",2020,20200928,False,"whose vote counts, explained: limited series",,False,,,,,,,,,left_only
Win the Wilderness: Season 1,2020,20200126,False,win the wilderness,1,True,,,,,,,,,left_only
Without Saying Goodbye,2022,20220318,True,without saying goodbye,,False,,,,,,,,,left_only
Wizards: Tales of Arcadia: Season 1,2020,20200807,True,wizards: tales of arcadia,1,True,,,,,,,,,left_only
Word Party: Season 4,2020,20200121,True,word party,4,True,,,,,,,,,left_only
Word Party: Season 5,2021,20210302,True,word party,5,True,,,,,,,,,left_only
Workin' Moms: Season 4,2020,20200506,True,workin' moms,4,True,,,,,,,,,left_only
Workin' Moms: Season 5,2021,20210216,True,workin' moms,5,True,,,,,,,,,left_only
Workin' Moms: Season 6,2022,20220510,True,workin' moms,6,True,,,,,,,,,left_only
Worn Stories: Limited Series,2021,20210401,False,worn stories: limited series,,False,,,,,,,,,left_only
Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,2020,20201103,False,ya no estoy aquí: una conversación entre guillermo del toro y alfonso cuarón,,False,,,,,,,,,left_only
YooHoo to the Rescue: Season 3,2020,20200325,False,yoohoo to the rescue,3,True,,,,,,,,,left_only
You Cannot Hide: Season 1,2020,20200124,True,you cannot hide,1,True,,,,,,,,,left_only
You Me Her: Season 5,2020,20200607,True,you me her,5,True,,,,,,,,,left_only
Young Wallander: Killer's Shadow,2022,20220217,True,young wallander: killer's shadow,,False,,,,,,,,,left_only
You’re Nothing Special: Season 1,2022,20220902,False,you’re nothing special,1,True,,,,,,,,,left_only
the goop lab with Gwyneth Paltrow: Season 1,2020,20200124,False,the goop lab with gwyneth paltrow,1,True,,,,,,,,,left_only
Òlòtūré,2020,20201002,False,òlòtūré,,False,,,,,,,,,left_only
​SAINT SEIYA: Knights of the Zodiac: Part II,2020,20200123,True,​saint seiya: knights of the zodiac: part ii,,False,,,,,,,,,left_only
